"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	"85+ years"	"85+"	53	3865	1371.28
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	0	5750	0.00
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	22182	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"5-9 years"	"5-9"	0	27071	0.00
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"10-14 years"	"10-14"	0	25850	0.00
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	0	25479	0.00
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	33027	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	Suppressed	33333	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	Suppressed	30636	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	Suppressed	26227	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	Suppressed	22947	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	Suppressed	24141	Suppressed
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"50-54 years"	"50-54"	31	26138	118.60
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"55-59 years"	"55-59"	55	26941	204.15
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"60-64 years "	"60-64"	71	23078	307.65
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"65-69 years"	"65-69"	81	17348	466.91
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"70-74 years"	"70-74"	90	10194	882.87
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"75-79 years"	"75-79"	75	5733	1308.22
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"80-84 years"	"80-84"	61	3026	2015.86
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	"85+ years"	"85+"	49	2295	2135.08
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"< 1 year"	"1"	0	5196	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	21021	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	25174	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	24615	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	0	22636	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	0	23268	0.00
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	Suppressed	28698	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	Suppressed	27138	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	Suppressed	24139	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	Suppressed	20291	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	17	20998	80.96
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"50-54 years"	"50-54"	24	22171	108.25
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"55-59 years"	"55-59"	46	23871	192.70
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	65	21792	298.27
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	70	16017	437.04
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	41	10478	391.30
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	43	6320	680.38
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"80-84 years"	"80-84"	45	4002	1124.44
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	47	4041	1163.08
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	0	5407	0.00
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"1-4 years"	"1-4"	0	21995	0.00
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"5-9 years"	"5-9"	0	26872	0.00
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	25932	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	25327	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	31571	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	Suppressed	33129	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	Suppressed	30623	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	Suppressed	26862	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	Suppressed	22739	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	Suppressed	23966	Suppressed
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"50-54 years"	"50-54"	22	25105	87.63
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"55-59 years"	"55-59"	51	26656	191.33
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	84	23340	359.90
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	86	17717	485.41
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	72	11188	643.55
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	61	6161	990.10
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"80-84 years"	"80-84"	52	3194	1628.05
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	57	2365	2410.15
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	0	4942	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	0	20517	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"5-9 years"	"5-9"	0	25105	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"10-14 years"	"10-14"	0	24461	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	0	22385	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	0	22573	0.00
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	Suppressed	27904	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	Suppressed	26990	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	Suppressed	24727	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	Suppressed	20354	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	17	20581	82.60
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"50-54 years"	"50-54"	35	21127	165.66
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"55-59 years"	"55-59"	32	23428	136.59
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"60-64 years "	"60-64"	55	21869	251.50
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"65-69 years"	"65-69"	67	16684	401.58
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"70-74 years"	"70-74"	60	11144	538.41
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"75-79 years"	"75-79"	54	6785	795.87
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"80-84 years"	"80-84"	51	4140	1231.88
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	"85+ years"	"85+"	49	4194	1168.34
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	5245	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	21315	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	26652	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"10-14 years"	"10-14"	0	26108	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	24938	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	0	30435	0.00
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	Suppressed	32655	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	Suppressed	30199	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	Suppressed	27654	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	Suppressed	22950	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	Suppressed	23473	Suppressed
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"50-54 years"	"50-54"	22	23897	92.06
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	46	26273	175.08
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"60-64 years "	"60-64"	75	23464	319.64
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"65-69 years"	"65-69"	87	18148	479.39
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	87	11898	731.22
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"75-79 years"	"75-79"	77	6741	1142.26
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"80-84 years"	"80-84"	44	3409	1290.70
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	"85+ years"	"85+"	56	2427	2307.38
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	4706	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	19848	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	25084	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"10-14 years"	"10-14"	0	24192	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	0	22142	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	0	21898	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	0	27277	0.00
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	Suppressed	27093	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	Suppressed	25090	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	Suppressed	20628	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	Suppressed	20115	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"50-54 years"	"50-54"	Suppressed	20317	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"55-59 years"	"55-59"	46	22873	201.11
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"60-64 years "	"60-64"	46	21852	210.51
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	85	17329	490.51
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	63	11778	534.90
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"75-79 years"	"75-79"	65	7267	894.45
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"80-84 years"	"80-84"	42	4256	986.84
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	63	4327	1455.97
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	4955	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	20938	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"5-9 years"	"5-9"	0	26264	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	26106	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	24595	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	0	29922	0.00
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	Suppressed	32028	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	Suppressed	30298	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	Suppressed	28231	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	Suppressed	23358	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	Suppressed	22960	Suppressed
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"50-54 years"	"50-54"	23	23197	99.15
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	46	25897	177.63
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	80	23245	344.16
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	111	18726	592.76
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	76	12695	598.66
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	83	7280	1140.11
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"80-84 years"	"80-84"	68	3583	1897.85
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	63	2535	2485.21
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	Suppressed	4703	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	19073	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"5-9 years"	"5-9"	0	24960	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	0	24173	0.00
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	22045	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	21700	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"25-29 years"	"25-29"	Suppressed	26098	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"30-34 years"	"30-34"	Suppressed	27206	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"35-39 years"	"35-39"	Suppressed	25440	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"40-44 years"	"40-44"	Suppressed	21137	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"45-49 years"	"45-49"	16	19439	82.31
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"50-54 years"	"50-54"	23	20056	114.68
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"55-59 years"	"55-59"	48	22156	216.65
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"60-64 years "	"60-64"	46	21542	213.54
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"65-69 years"	"65-69"	72	18051	398.87
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"70-74 years"	"70-74"	80	12553	637.30
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"75-79 years"	"75-79"	54	7710	700.39
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"80-84 years"	"80-84"	44	4415	996.60
	"Alaska"	"02"	"2020"	"2020"	"Female"	"F"	"85+ years"	"85+"	52	4426	1174.88
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	0	4863	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"1-4 years"	"1-4"	0	20340	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	26026	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	26142	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"15-19 years"	"15-19"	0	24508	0.00
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	29589	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"25-29 years"	"25-29"	Suppressed	31044	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"30-34 years"	"30-34"	Suppressed	30331	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"35-39 years"	"35-39"	Suppressed	28799	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"40-44 years"	"40-44"	Suppressed	23957	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"45-49 years"	"45-49"	Suppressed	22446	Suppressed
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"50-54 years"	"50-54"	27	22847	118.18
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	47	24942	188.44
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	82	23341	351.31
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	91	19176	474.55
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	105	13564	774.11
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	81	7660	1057.44
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"80-84 years"	"80-84"	80	3809	2100.29
	"Alaska"	"02"	"2020"	"2020"	"Male"	"M"	"85+ years"	"85+"	48	2656	1807.23
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"< 1 year"	"1"	0	4677	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"1-4 years"	"1-4"	0	18745	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"5-9 years"	"5-9"	0	24830	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"10-14 years"	"10-14"	0	24275	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	21501	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"20-24 years"	"20-24"	0	22259	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"25-29 years"	"25-29"	0	25275	0.00
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"30-34 years"	"30-34"	Suppressed	27508	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"35-39 years"	"35-39"	Suppressed	25740	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"40-44 years"	"40-44"	Suppressed	21807	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"45-49 years"	"45-49"	Suppressed	18888	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"50-54 years"	"50-54"	19	19924	95.36
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"55-59 years"	"55-59"	28	21268	131.65
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"60-64 years "	"60-64"	63	21421	294.10
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"65-69 years"	"65-69"	94	18581	505.89
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"70-74 years"	"70-74"	71	13523	525.03
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"75-79 years"	"75-79"	67	8040	833.33
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"80-84 years"	"80-84"	49	4722	1037.70
	"Alaska"	"02"	"2021"	"2021"	"Female"	"F"	"85+ years"	"85+"	59	4529	1302.72
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"< 1 year"	"1"	0	4774	0.00
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	19715	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"5-9 years"	"5-9"	0	25908	0.00
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"10-14 years"	"10-14"	0	26144	0.00
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	24059	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	30149	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"25-29 years"	"25-29"	Suppressed	30539	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"30-34 years"	"30-34"	Suppressed	30520	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"35-39 years"	"35-39"	Suppressed	29417	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"40-44 years"	"40-44"	Suppressed	24785	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"45-49 years"	"45-49"	Suppressed	21904	Suppressed
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"50-54 years"	"50-54"	19	22717	83.64
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"55-59 years"	"55-59"	33	23757	138.91
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"60-64 years "	"60-64"	73	23478	310.93
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"65-69 years"	"65-69"	99	19466	508.58
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	109	14514	751.00
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"75-79 years"	"75-79"	104	7968	1305.22
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"80-84 years"	"80-84"	77	4098	1878.97
	"Alaska"	"02"	"2021"	"2021"	"Male"	"M"	"85+ years"	"85+"	78	2757	2829.16
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	Suppressed	37892	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	145805	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	185805	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	177345	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	173368	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"20-24 years"	"20-24"	Suppressed	166323	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"25-29 years"	"25-29"	Suppressed	178042	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"30-34 years"	"30-34"	16	176739	9.05
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"35-39 years"	"35-39"	54	193497	27.91
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"40-44 years"	"40-44"	96	183329	52.36
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"45-49 years"	"45-49"	136	163841	83.01
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"50-54 years"	"50-54"	233	144700	161.02
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"55-59 years"	"55-59"	267	120208	222.12
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"60-64 years "	"60-64"	366	104097	351.60
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"65-69 years"	"65-69"	500	98389	508.19
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"70-74 years"	"70-74"	654	93661	698.26
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"75-79 years"	"75-79"	714	79267	900.75
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"80-84 years"	"80-84"	554	51946	1066.49
	"Arizona"	"04"	"1999"	"1999"	"Female"	"F"	"85+ years"	"85+"	566	44045	1285.05
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	0	39614	0.00
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	152777	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	194666	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	186672	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"15-19 years"	"15-19"	Suppressed	186468	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	Suppressed	184588	Suppressed
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"25-29 years"	"25-29"	16	193387	8.27
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"30-34 years"	"30-34"	22	190370	11.56
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"35-39 years"	"35-39"	47	199784	23.53
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"40-44 years"	"40-44"	77	184826	41.66
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"45-49 years"	"45-49"	143	158726	90.09
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"50-54 years"	"50-54"	195	137500	141.82
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"55-59 years"	"55-59"	304	109102	278.64
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"60-64 years "	"60-64"	467	94340	495.02
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"65-69 years"	"65-69"	657	89859	731.15
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"70-74 years"	"70-74"	767	80805	949.20
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"75-79 years"	"75-79"	855	62549	1366.93
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"80-84 years"	"80-84"	720	37336	1928.43
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	511	22155	2306.48
