"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	507	170563	297.25
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"45-49 years"	"45-49"	912	189244	481.92
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"50-54 years"	"50-54"	1124	181146	620.49
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"55-59 years"	"55-59"	1288	157540	817.57
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"60-64 years "	"60-64"	1279	121127	1055.92
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"65-69 years"	"65-69"	1217	85770	1418.91
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"70-74 years"	"70-74"	1077	63190	1704.38
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"75-79 years"	"75-79"	981	52509	1868.25
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"80-84 years"	"80-84"	886	42983	2061.28
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	870	43758	1988.21
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"< 1 year"	"1"	Suppressed	34722	Suppressed
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"1-4 years"	"1-4"	28	140802	19.89
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"5-9 years"	"5-9"	24	170188	14.10
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"10-14 years"	"10-14"	27	166167	16.25
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	48	176448	27.20
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	66	179712	36.73
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	92	184869	49.76
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	97	175372	55.31
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	165	184936	89.22
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	229	174038	131.58
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	475	187603	253.19
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"50-54 years"	"50-54"	908	178910	507.52
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"55-59 years"	"55-59"	1337	153533	870.82
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"60-64 years "	"60-64"	1574	117445	1340.20
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"65-69 years"	"65-69"	1663	78730	2112.28
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"70-74 years"	"70-74"	1455	55779	2608.51
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"75-79 years"	"75-79"	1229	41984	2927.31
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"80-84 years"	"80-84"	833	28292	2944.30
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	"85+ years"	"85+"	637	21140	3013.25
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	Suppressed	32094	Suppressed
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"1-4 years"	"1-4"	22	135117	16.28
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"5-9 years"	"5-9"	19	168049	11.31
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"10-14 years"	"10-14"	23	160452	14.33
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	26	164549	15.80
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	66	165458	39.89
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	129	179263	71.96
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	180	168934	106.55
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	338	173178	195.17
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	554	169243	327.34
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	953	188881	504.55
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"50-54 years"	"50-54"	1165	184241	632.32
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"55-59 years"	"55-59"	1336	163181	818.72
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"60-64 years "	"60-64"	1392	129739	1072.92
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"65-69 years"	"65-69"	1268	90921	1394.62
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"70-74 years"	"70-74"	1137	66015	1722.34
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"75-79 years"	"75-79"	1038	52779	1966.69
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"80-84 years"	"80-84"	891	43126	2066.04
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	"85+ years"	"85+"	862	45490	1894.92
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	Suppressed	34131	Suppressed
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"1-4 years"	"1-4"	37	142386	25.99
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"5-9 years"	"5-9"	21	174777	12.02
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"10-14 years"	"10-14"	26	168580	15.42
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	40	176675	22.64
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	52	180255	28.85
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	105	188121	55.82
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	135	178929	75.45
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	170	184263	92.26
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	246	173710	141.62
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	464	187440	247.55
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"50-54 years"	"50-54"	910	181872	500.35
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"55-59 years"	"55-59"	1372	158514	865.54
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"60-64 years "	"60-64"	1760	125783	1399.24
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"65-69 years"	"65-69"	1733	83856	2066.64
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"70-74 years"	"70-74"	1393	58153	2395.41
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"75-79 years"	"75-79"	1173	42538	2757.53
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"80-84 years"	"80-84"	853	29046	2936.72
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	680	22456	3028.14
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	Suppressed	32675	Suppressed
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	30	134971	22.23
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	170818	Suppressed
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	19	163340	11.63
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	32	164022	19.51
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	80	167714	47.70
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	123	181023	67.95
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	187	173677	107.67
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	320	170686	187.48
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	505	170992	295.34
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	878	185375	473.63
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"50-54 years"	"50-54"	1234	187355	658.64
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"55-59 years"	"55-59"	1347	167825	802.62
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"60-64 years "	"60-64"	1364	138853	982.33
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"65-69 years"	"65-69"	1309	95761	1366.94
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"70-74 years"	"70-74"	1104	68275	1616.99
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"75-79 years"	"75-79"	1007	53494	1882.45
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"80-84 years"	"80-84"	909	43469	2091.15
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	875	46932	1864.40
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	Suppressed	34217	Suppressed
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"1-4 years"	"1-4"	38	142067	26.75
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"	22	177982	12.36
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	37	170773	21.67
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	48	176135	27.25
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	58	182347	31.81
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	91	192533	47.26
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	144	182651	78.84
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	162	181770	89.12
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	241	177035	136.13
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	464	184401	251.63
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"50-54 years"	"50-54"	871	184633	471.75
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"55-59 years"	"55-59"	1336	162907	820.10
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"60-64 years "	"60-64"	1655	134286	1232.44
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"65-69 years"	"65-69"	1741	88807	1960.43
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"70-74 years"	"70-74"	1406	60363	2329.24
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"75-79 years"	"75-79"	1235	43549	2835.89
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"80-84 years"	"80-84"	806	30064	2680.95
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	"85+ years"	"85+"	638	23368	2730.23
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	Suppressed	31967	Suppressed
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"1-4 years"	"1-4"	29	134116	21.62
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	171614	Suppressed
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"10-14 years"	"10-14"	22	166671	13.20
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	32	165012	19.39
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	73	171103	42.66
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	111	183896	60.36
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	211	179055	117.84
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	306	168040	182.10
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	554	174373	317.71
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	806	179354	449.39
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"50-54 years"	"50-54"	1206	189062	637.89
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"55-59 years"	"55-59"	1259	172271	730.83
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"60-64 years "	"60-64"	1489	147467	1009.72
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"65-69 years"	"65-69"	1404	100083	1402.84
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"70-74 years"	"70-74"	1126	71117	1583.31
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"75-79 years"	"75-79"	1067	53991	1976.26
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"80-84 years"	"80-84"	885	43650	2027.49
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	"85+ years"	"85+"	883	48583	1817.51
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	Suppressed	33827	Suppressed
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	37	141215	26.20
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"5-9 years"	"5-9"	23	179296	12.83
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"10-14 years"	"10-14"	19	173990	10.92
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	39	177247	22.00
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	69	185335	37.23
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	79	195313	40.45
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	147	188637	77.93
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	146	178649	81.72
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	270	182558	147.90
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"45-49 years"	"45-49"	435	180147	241.47
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"50-54 years"	"50-54"	842	186293	451.98
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"55-59 years"	"55-59"	1361	167045	814.75
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"60-64 years "	"60-64"	1804	142679	1264.38
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"65-69 years"	"65-69"	1751	93447	1873.79
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"70-74 years"	"70-74"	1412	63032	2240.13
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"75-79 years"	"75-79"	1192	44324	2689.29
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"80-84 years"	"80-84"	938	31014	3024.44
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	"85+ years"	"85+"	677	24232	2793.83
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	Suppressed	31085	Suppressed
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"1-4 years"	"1-4"	32	132730	24.11
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"5-9 years"	"5-9"	19	172637	11.01
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"10-14 years"	"10-14"	27	168970	15.98
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	47	165358	28.42
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	60	174215	34.44
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	144	185265	77.73
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	215	184117	116.77
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	316	168834	187.17
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	548	176540	310.41
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	779	174289	446.96
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"50-54 years"	"50-54"	1163	189029	615.25
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"55-59 years"	"55-59"	1394	176544	789.60
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"60-64 years "	"60-64"	1562	149328	1046.02
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"65-69 years"	"65-69"	1535	110739	1386.14
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"70-74 years"	"70-74"	1243	74987	1657.62
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"75-79 years"	"75-79"	1066	54902	1941.64
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"80-84 years"	"80-84"	842	43745	1924.79
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	"85+ years"	"85+"	956	50046	1910.24
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	Suppressed	33244	Suppressed
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"1-4 years"	"1-4"	32	139809	22.89
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"5-9 years"	"5-9"	18	180996	9.94
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"10-14 years"	"10-14"	22	176417	12.47
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	30	176899	16.96
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	69	189344	36.44
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	99	198163	49.96
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	131	194314	67.42
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	146	179088	81.52
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	266	185957	143.04
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"45-49 years"	"45-49"	407	176615	230.44
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"50-54 years"	"50-54"	844	186351	452.91
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"55-59 years"	"55-59"	1397	171417	814.97
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"60-64 years "	"60-64"	1647	144035	1143.47
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"65-69 years"	"65-69"	1793	104551	1714.95
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"70-74 years"	"70-74"	1434	66473	2157.27
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"75-79 years"	"75-79"	1095	45517	2405.69
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"80-84 years"	"80-84"	906	31822	2847.09
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	695	25120	2766.72
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	Suppressed	31382	Suppressed
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	20	130759	15.30
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"5-9 years"	"5-9"	21	173055	12.13
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"10-14 years"	"10-14"	25	171931	14.54
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	34	166326	20.44
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	73	177160	41.21
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	154	187150	82.29
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	219	188579	116.13
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	310	171735	180.51
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	582	177021	328.77
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	798	170681	467.54
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"50-54 years"	"50-54"	1205	188672	638.67
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"55-59 years"	"55-59"	1359	179348	757.74
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"60-64 years "	"60-64"	1555	154005	1009.71
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"65-69 years"	"65-69"	1639	117544	1394.37
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"70-74 years"	"70-74"	1313	80421	1632.66
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"75-79 years"	"75-79"	1053	56597	1860.52
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"80-84 years"	"80-84"	880	43681	2014.61
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	905	51313	1763.69
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	Suppressed	32743	Suppressed
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"1-4 years"	"1-4"	35	137868	25.39
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"5-9 years"	"5-9"	34	181618	18.72
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"10-14 years"	"10-14"	21	179735	11.68
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	44	177777	24.75
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	67	194075	34.52
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	84	200396	41.92
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	121	200169	60.45
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	148	182361	81.16
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	242	187451	129.10
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	394	174662	225.58
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"50-54 years"	"50-54"	822	186187	441.49
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"55-59 years"	"55-59"	1262	174759	722.14
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"60-64 years "	"60-64"	1761	148123	1188.88
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"65-69 years"	"65-69"	1886	111771	1687.38
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"70-74 years"	"70-74"	1513	71554	2114.49
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"75-79 years"	"75-79"	1220	47215	2583.92
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"80-84 years"	"80-84"	875	32432	2697.95
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	688	26154	2630.57
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	Suppressed	31905	Suppressed
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	30	129889	23.10
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"5-9 years"	"5-9"	31	172145	18.01
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"10-14 years"	"10-14"	27	175072	15.42
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	37	168592	21.95
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	79	179063	44.12
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	129	190141	67.84
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	239	192439	124.20
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	338	175869	192.19
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	553	175365	315.34
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"45-49 years"	"45-49"	787	169118	465.36
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"50-54 years"	"50-54"	1225	187208	654.35
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"55-59 years"	"55-59"	1385	181563	762.82
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"60-64 years "	"60-64"	1609	158697	1013.88
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"65-69 years"	"65-69"	1626	125126	1299.49
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"70-74 years"	"70-74"	1465	84736	1728.90
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"75-79 years"	"75-79"	1108	58622	1890.08
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"80-84 years"	"80-84"	854	43828	1948.53
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	"85+ years"	"85+"	878	52621	1668.54
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	Suppressed	32983	Suppressed
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"1-4 years"	"1-4"	42	136502	30.77
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"5-9 years"	"5-9"	24	181303	13.24
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"	25	183078	13.66
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	46	179994	25.56
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	76	198734	38.24
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	96	204513	46.94
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	155	205587	75.39
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	171	187060	91.41
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	236	187443	125.90
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	398	175148	227.24
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"50-54 years"	"50-54"	826	185682	444.85
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"55-59 years"	"55-59"	1307	177623	735.83
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"60-64 years "	"60-64"	1763	152170	1158.57
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"65-69 years"	"65-69"	1896	119113	1591.77
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	"70-74 years"	"70-74"	1579	75875	2081.05
